(Add)ventures,554e7e9189e04bb925684d404f8d0c9e,2010,$4.9 million
1-800 We Answer,554e7e9189e04bb925684d404f8d0c9e,2010,$14.1 million
101 Financial,554e7e9189e04bb925684d404f8d0c9e,2010,$3.1 million
123 Exteriors,554e7e9189e04bb925684d404f8d0c9e,2010,$4.8 million
14 West,554e7e9189e04bb925684d404f8d0c9e,2010,$4.1 million
1Source International,554e7e9189e04bb925684d404f8d0c9e,2010,$3.7 million
1st Choice Staffing & Consulting,554e7e9189e04bb925684d404f8d0c9e,2010,$6.3 million
21st Century Biochemicals,554e7e9189e04bb925684d404f8d0c9e,2010,$3.3 million
2HB Software Designs,554e7e9189e04bb925684d404f8d0c9e,2010,$2.2 million
3Cinteractive,554e7e9189e04bb925684d404f8d0c9e,2010,$16.1 million
3DCart,554e7e9189e04bb925684d404f8d0c9e,2010,$3.2 million
4th Source,554e7e9189e04bb925684d404f8d0c9e,2010,$12 million
5Linx Enterprises,554e7e9189e04bb925684d404f8d0c9e,2010,$48.9 million
6K Systems,554e7e9189e04bb925684d404f8d0c9e,2010,$9.8 million
7 Medical Systems,554e7e9189e04bb925684d404f8d0c9e,2010,$3.2 million
7 Simple Machines,554e7e9189e04bb925684d404f8d0c9e,2010,$3 million
90octane,554e7e9189e04bb925684d404f8d0c9e,2010,$2.7 million
919 Marketing,554e7e9189e04bb925684d404f8d0c9e,2010,$2.7 million
A Place for Mom,554e7e9189e04bb925684d404f8d0c9e,2010,$35.8 million
A White Orchid Wedding,554e7e9189e04bb925684d404f8d0c9e,2010,$2.9 million
A-T Solutions,554e7e9189e04bb925684d404f8d0c9e,2010,$94.7 million
A. Harold and Associates,554e7e9189e04bb925684d404f8d0c9e,2010,$4.3 million
A.R.M. Solutions,554e7e9189e04bb925684d404f8d0c9e,2010,$5.8 million
A+ Mortgage Services,554e7e9189e04bb925684d404f8d0c9e,2010,$239.7 million
A10 Clinical Solutions,554e7e9189e04bb925684d404f8d0c9e,2010,$8.3 million
A10 Networks,554e7e9189e04bb925684d404f8d0c9e,2010,$20.4 million
AAC Enterprises,554e7e9189e04bb925684d404f8d0c9e,2010,$1.9 million
Aaron Oil Company,554e7e9189e04bb925684d404f8d0c9e,2010,$27.9 million
'Aaron''s',554e7e9189e04bb925684d404f8d0c9e,2010,$8.8 million
'Aaron''s Sales & Lease Ownership',554e7e9189e04bb925684d404f8d0c9e,2010,$6.3 million
'Aaron''s Sales & Lease Ownership (Iowa)',554e7e9189e04bb925684d404f8d0c9e,2010,$35 million
Aasent Mortgage Corporation,554e7e9189e04bb925684d404f8d0c9e,2010,$3.6 million
Abacus 24-7,554e7e9189e04bb925684d404f8d0c9e,2010,$8.1 million
Abacus Solutions Group,554e7e9189e04bb925684d404f8d0c9e,2010,$5.9 million
ABi,554e7e9189e04bb925684d404f8d0c9e,2010,$19.7 million
Absolute Concrete Construction,554e7e9189e04bb925684d404f8d0c9e,2010,$12.7 million
Academix Direct,554e7e9189e04bb925684d404f8d0c9e,2010,$11.8 million
Acadian Companies,554e7e9189e04bb925684d404f8d0c9e,2010,$290.8 million
Accent Electronic Systems Integrators,554e7e9189e04bb925684d404f8d0c9e,2010,$14.2 million
Access America Transport,554e7e9189e04bb925684d404f8d0c9e,2010,$51.5 million
Access Insurance Holdings,554e7e9189e04bb925684d404f8d0c9e,2010,$278.3 million
Access Technology Solutions,554e7e9189e04bb925684d404f8d0c9e,2010,$18.5 million
Access Technology Solutions,554e7e9189e04bb925684d404f8d0c9e,2010,$18.5 million
Acclaris,554e7e9189e04bb925684d404f8d0c9e,2010,$15.5 million
AccountNow,554e7e9189e04bb925684d404f8d0c9e,2010,$34.3 million
Accretive Health,554e7e9189e04bb925684d404f8d0c9e,2010,$510.2 million
AccuCode,554e7e9189e04bb925684d404f8d0c9e,2010,$24.4 million
Accuvant,554e7e9189e04bb925684d404f8d0c9e,2010,$167.8 million
Achatz Handmade Pie,554e7e9189e04bb925684d404f8d0c9e,2010,$5.2 million
Achieve3000,554e7e9189e04bb925684d404f8d0c9e,2010,$22.9 million
Acorn Design and Manufacturing,554e7e9189e04bb925684d404f8d0c9e,2010,$5.9 million
Acronis,554e7e9189e04bb925684d404f8d0c9e,2010,$112.1 million
Actio,554e7e9189e04bb925684d404f8d0c9e,2010,$2.2 million
Action Target,554e7e9189e04bb925684d404f8d0c9e,2010,$44.3 million
Action Target,554e7e9189e04bb925684d404f8d0c9e,2010,$44.3 million
Active Website,554e7e9189e04bb925684d404f8d0c9e,2010,$2.6 million
Acusis,554e7e9189e04bb925684d404f8d0c9e,2010,$16.9 million
Adaptik,554e7e9189e04bb925684d404f8d0c9e,2010,$10.8 million
Adaptive Materials,554e7e9189e04bb925684d404f8d0c9e,2010,$6.8 million
Adaptive Planning,554e7e9189e04bb925684d404f8d0c9e,2010,$5.5 million
Adaptive Solutions,554e7e9189e04bb925684d404f8d0c9e,2010,$5.1 million
adaQuest,554e7e9189e04bb925684d404f8d0c9e,2010,$5.3 million
Adayana,554e7e9189e04bb925684d404f8d0c9e,2010,$41.3 million
ADC Integrated Systems,554e7e9189e04bb925684d404f8d0c9e,2010,$3.8 million
Addison Search,554e7e9189e04bb925684d404f8d0c9e,2010,$70.8 million
Adept Consulting Services,554e7e9189e04bb925684d404f8d0c9e,2010,$5.3 million
ADEX Manufacturing Technologies,554e7e9189e04bb925684d404f8d0c9e,2010,$4.6 million
ADG Creative,554e7e9189e04bb925684d404f8d0c9e,2010,$5 million
ADPERIO,554e7e9189e04bb925684d404f8d0c9e,2010,$36.8 million
Advanced Global Communications,554e7e9189e04bb925684d404f8d0c9e,2010,$5 million
Advanced Government Solutions,554e7e9189e04bb925684d404f8d0c9e,2010,$2.8 million
Advanced Health Media,554e7e9189e04bb925684d404f8d0c9e,2010,$435.9 million
Advanced Logistics,554e7e9189e04bb925684d404f8d0c9e,2010,$4.2 million
Advanced Network Solutions,554e7e9189e04bb925684d404f8d0c9e,2010,$4.8 million
Advanced Waste Services,554e7e9189e04bb925684d404f8d0c9e,2010,$31.8 million
Advanced Weight Loss Clinics,554e7e9189e04bb925684d404f8d0c9e,2010,$3.3 million
AdvancedMD Software,554e7e9189e04bb925684d404f8d0c9e,2010,$26.8 million
AdvancedMD Software,554e7e9189e04bb925684d404f8d0c9e,2010,$26.8 million
Advantage Engineering & IT Solutions,554e7e9189e04bb925684d404f8d0c9e,2010,$5.6 million
AdvantEdge Healthcare Solutions,554e7e9189e04bb925684d404f8d0c9e,2010,$16.2 million
Advanticom,554e7e9189e04bb925684d404f8d0c9e,2010,$9 million
AdvenTech,554e7e9189e04bb925684d404f8d0c9e,2010,$5.9 million
Adventure Life,554e7e9189e04bb925684d404f8d0c9e,2010,$8.2 million
AdvertiseDoorToDoor.com,554e7e9189e04bb925684d404f8d0c9e,2010,$2.6 million
